CountLine,OWN_LINE,CountLineCode,CountLineComment,CountSemicolon,CountStmt,MAJOR_LINE,SumCyclomatic,CountStmtExe,CountLineCodeExe,CountLineBlank,CountLineCodeDecl,CountStmtDecl,SumCyclomaticModified,SumCyclomaticStrict,CountClassCoupled,RatioCommentToCode,CountInput_Mean,CountOutput_Mean,CountInput_Max
52,0.886792452830189,14,28,4,6,0,1,1,1,10,10,5,1,1,3,2.0,6.0,2.0,6
95,0.936842105263158,33,48,12,20,0,7,9,9,14,12,11,7,7,1,1.45,7.42857142857143,1.71428571428571,20
43,0.86046511627907,7,28,3,4,0,1,0,0,8,5,4,1,1,2,4.0,0.0,1.0,0
73,0.89041095890411,35,23,15,23,1,7,13,15,15,12,10,7,7,4,0.66,3.5,3.5,7
122,0.827868852459016,58,40,25,34,1,9,16,23,24,18,18,9,9,5,0.69,4.66666666666667,2.66666666666667,12
102,1.0,53,46,23,38,0,14,14,14,3,24,24,14,14,1,0.87,1.35714285714286,1.0,2
337,0.979228486646884,133,156,73,99,1,30,46,48,48,62,53,30,30,13,1.17,8.41666666666667,1.79166666666667,37
61,0.770491803278688,15,33,7,8,0,2,0,0,13,13,8,2,2,2,2.2,0.5,0.5,1
1882,0.919766206163656,1028,513,483,733,5,234,557,666,394,170,176,234,245,16,0.5,4.63157894736842,7.86842105263158,17
52,0.903846153846154,21,20,14,17,0,2,8,9,11,9,9,2,2,6,0.95,0.5,5.0,1
90,1.0,37,31,20,25,0,4,15,18,22,11,10,4,4,1,0.84,1.0,4.33333333333333,2
39,1.0,9,22,3,5,0,1,1,2,8,4,4,1,1,0,2.44,0.0,2.0,0
223,0.973094170403587,41,152,16,17,1,12,0,2,30,39,17,12,12,1,3.71,0.833333333333333,0.916666666666667,2
832,0.768028846153846,408,288,151,243,3,90,119,125,137,130,124,90,92,33,0.71,1.52,2.08,7
540,0.975925925925926,311,167,129,160,2,33,97,190,76,75,63,30,36,33,0.54,9.16666666666667,12.8333333333333,23
288,0.895833333333333,215,32,73,84,2,35,45,147,41,42,39,12,35,9,0.15,19.6666666666667,12.6666666666667,50
1367,0.944403803950256,1168,93,290,368,4,100,207,887,106,173,161,81,103,88,0.08,29.8,17.2,123
790,0.944303797468354,369,357,166,242,3,67,121,170,66,147,121,67,72,17,0.97,2.20454545454545,3.15909090909091,5
162,0.925925925925926,21,121,10,11,2,3,0,0,20,19,11,3,3,3,5.76,3.33333333333333,1.0,7
380,0.984210526315789,293,47,190,231,1,47,168,223,40,65,63,47,48,6,0.16,5.16666666666667,12.1666666666667,12
82,1.0,62,16,59,60,0,47,0,5,4,60,60,47,47,13,0.26,0.0,0.702127659574468,0
44,1.0,13,25,6,9,0,2,3,4,6,6,6,2,2,2,1.92,2.5,3.5,3
520,0.678846153846154,361,91,181,240,3,58,154,218,77,101,86,58,58,35,0.25,5.3448275862069,4.10344827586207,32
48,1.0,12,28,5,7,0,1,1,2,8,8,6,1,1,3,2.33,4.0,2.0,4
384,0.955729166666667,264,59,149,212,2,62,108,175,62,107,104,62,67,1,0.22,4.87096774193548,2.61290322580645,20
109,1.0,47,40,23,30,0,7,11,21,23,23,19,7,7,4,0.85,2.16666666666667,3.5,4
148,1.0,62,66,28,43,0,16,22,26,21,23,21,16,21,3,1.06,3.2,2.2,6
127,0.496062992125984,13,100,7,8,0,3,0,2,14,11,8,3,3,2,7.69,1.0,1.0,1
537,0.653631284916201,265,194,105,144,2,41,86,156,81,75,58,38,48,22,0.73,6.53846153846154,7.30769230769231,23
92,0.934782608695652,51,31,30,41,0,10,17,21,18,30,24,10,10,4,0.61,3.5,2.5,11
95,1.0,30,50,18,25,0,6,12,14,15,12,13,6,6,0,1.67,2.75,2.5,4
576,0.5,354,174,217,270,0,55,184,266,52,83,86,52,89,8,0.49,3.38888888888889,5.05555555555556,6
491,0.54786150712831,271,197,128,176,3,48,92,125,52,90,84,48,49,12,0.73,4.11538461538461,3.80769230769231,10
37,0.891891891891892,8,20,4,6,0,1,1,1,9,5,5,1,1,1,2.5,0.0,2.0,0
1141,0.939526730937774,530,510,177,249,6,130,142,256,105,155,107,71,135,29,0.96,6.075,3.3,39
30,1.0,12,16,1,10,0,8,0,0,2,10,10,8,8,0,1.33,0.0,1.0,0
286,0.695804195804196,147,109,60,92,0,33,52,86,30,38,40,33,34,1,0.74,3.1875,2.5625,10
1391,0.99568655643422,703,431,379,527,1,155,325,458,270,207,202,155,170,20,0.61,7.01666666666667,4.63333333333333,21
1553,0.963296844816484,846,490,380,452,2,71,289,625,219,182,163,70,74,13,0.58,3.41176470588235,5.32352941176471,9
199,0.969849246231156,102,58,47,65,1,19,32,42,40,33,33,17,19,11,0.57,2.45454545454545,1.54545454545455,9
106,1.0,64,21,41,53,0,11,27,36,21,24,26,11,11,1,0.33,0.833333333333333,2.66666666666667,2
70,0.8,21,35,19,20,0,0,0,18,14,20,20,0,0,0,1.67,0.0,0.0,0
227,0.876651982378855,97,82,26,46,2,19,20,46,48,26,26,19,19,5,0.85,4.33333333333333,3.0,26
560,0.985714285714286,356,104,142,218,2,81,151,193,103,74,67,81,84,13,0.29,5.56666666666667,3.8,12
92,0.91304347826087,39,34,18,25,1,6,10,13,19,15,15,6,6,8,0.87,5.0,4.0,9
194,0.958762886597938,77,77,41,52,2,10,18,35,40,38,34,10,11,15,1.0,3.6,5.2,9
102,0.990196078431373,68,28,51,61,1,9,30,44,6,30,31,9,9,7,0.41,0.8,6.6,2
196,0.75,108,70,59,75,0,15,30,51,18,53,45,15,16,11,0.65,0.875,5.25,2
101,1.0,61,33,38,47,0,8,29,40,8,18,18,8,8,6,0.54,3.0,4.0,6
386,0.78961038961039,216,98,105,122,0,16,77,166,76,48,45,16,16,7,0.45,1.33333333333333,7.66666666666667,3
610,1.0,327,190,191,238,0,42,113,192,93,136,125,42,46,9,0.58,3.90909090909091,5.77272727272727,9
606,0.915841584158416,495,89,291,380,1,88,240,346,47,147,140,88,97,7,0.18,8.33333333333333,17.3333333333333,12
250,0.976,109,108,59,83,1,23,51,51,35,36,32,23,24,4,0.99,3.0,3.25,11
38,1.0,6,24,4,5,0,1,0,0,8,5,5,1,1,2,4.0,3.0,0.0,3
271,0.959409594095941,147,71,88,105,2,22,76,105,55,37,29,16,22,7,0.48,3.0,8.0,5
71,1.0,13,45,11,12,0,10,0,0,13,12,12,10,10,0,3.46,0.0,1.0,0
160,0.95625,73,62,25,38,2,12,16,26,26,23,22,12,17,6,0.85,1.375,2.375,5
84,1.0,19,57,9,14,0,4,4,6,9,10,10,4,4,0,3.0,0.75,1.75,2
44,0.863636363636364,7,26,4,5,0,1,0,1,11,5,5,1,1,2,3.71,3.0,1.0,3
65,0.876923076923077,11,37,7,8,1,4,0,0,17,10,8,4,4,3,3.36,1.75,1.0,3
206,0.878640776699029,89,88,52,69,1,17,38,47,32,31,31,17,18,1,0.99,2.84615384615385,2.23076923076923,11
113,1.0,60,26,41,47,0,5,29,41,27,18,18,5,5,4,0.43,0.6,3.4,2
263,0.977186311787072,153,73,89,111,1,21,64,98,42,49,47,21,21,8,0.48,3.9,6.0,6
89,1.0,35,32,17,27,0,9,13,15,22,14,14,9,9,3,0.91,2.16666666666667,2.0,8
1213,0.682605111294312,669,397,285,396,7,115,293,387,148,125,103,112,128,19,0.59,6.96428571428571,7.60714285714286,16
54,0.888888888888889,8,33,5,6,0,4,0,0,13,6,6,4,4,0,4.12,12.75,0.5,44
137,0.956204379562044,57,61,26,42,1,15,20,25,19,21,22,15,15,0,1.07,0.727272727272727,1.45454545454545,3
210,0.895238095238095,167,28,85,120,0,34,89,129,19,27,31,34,34,8,0.17,10.0,12.6666666666667,11
73,1.0,40,23,22,27,0,4,11,21,12,21,16,4,4,6,0.57,2.5,4.5,6
178,0.865168539325843,93,58,44,58,2,13,30,42,27,29,28,13,13,14,0.62,3.16666666666667,6.0,8
211,1.0,56,140,23,38,0,14,16,26,16,24,22,14,16,0,2.5,7.66666666666667,1.41666666666667,30
178,0.966292134831461,92,50,34,50,1,19,26,41,36,25,24,15,22,7,0.54,1.75,2.875,4
59,0.898305084745763,9,39,6,7,0,3,0,0,11,7,7,3,3,1,4.33,4.33333333333333,0.333333333333333,6
121,0.950413223140496,46,41,29,41,1,11,22,25,34,17,19,11,11,2,0.89,4.83333333333333,2.66666666666667,7
192,0.96875,89,70,36,55,1,23,26,31,33,30,29,23,27,6,0.79,4.08333333333333,3.0,10
54,0.888888888888889,24,19,6,11,0,3,6,7,11,5,5,3,3,1,0.79,2.0,2.5,2
541,1.0,223,241,99,150,0,54,94,150,77,59,56,49,87,1,1.08,2.8125,3.0,8
426,0.974178403755869,307,69,104,128,2,23,79,207,63,70,49,23,23,7,0.22,6.35294117647059,4.35294117647059,22
207,0.840579710144927,134,36,73,91,0,19,62,82,37,24,29,19,19,5,0.27,11.0,15.0,11
1105,0.464253393665158,364,649,146,202,6,57,123,191,105,110,79,57,63,32,1.78,4.04166666666667,5.45833333333333,10
1101,0.973660308810173,687,295,285,393,5,106,263,368,131,150,130,106,117,43,0.43,11.2941176470588,11.0588235294118,28
554,0.75812274368231,303,197,163,217,5,55,132,153,83,86,85,54,61,8,0.65,3.59375,3.3125,10
85,1.0,48,15,31,38,0,6,18,26,22,22,20,6,6,6,0.31,1.66666666666667,4.33333333333333,2
109,1.0,19,73,16,17,0,4,0,9,17,18,17,4,4,1,3.84,1.25,0.0,2
237,0.949367088607595,118,67,56,77,3,20,33,46,54,45,44,20,20,11,0.57,1.92857142857143,2.07142857142857,5
2825,0.688141592920354,1769,665,607,884,9,281,567,910,423,437,317,268,301,70,0.38,5.825,4.9625,37
61,0.557377049180328,16,22,14,15,1,13,0,0,23,15,15,13,13,8,1.38,1.69230769230769,0.230769230769231,7
38,0.842105263157895,10,21,7,8,0,0,0,6,7,8,8,0,0,1,2.1,0.0,0.0,0
58,0.896551724137931,7,37,4,5,0,2,0,0,14,6,5,2,2,0,5.29,1.0,0.5,1
171,0.953216374269006,53,89,32,36,2,3,12,18,30,29,24,3,3,10,1.68,3.66666666666667,6.33333333333333,10
238,0.810924369747899,70,149,37,54,0,16,31,37,19,25,23,16,17,4,2.13,4.57142857142857,4.0,8
818,1.0,336,350,196,211,0,14,179,280,132,46,32,14,14,7,1.04,3.5,5.75,8
146,1.0,66,63,37,46,0,8,19,33,18,33,27,8,8,9,0.95,0.8,4.8,2
249,0.755020080321285,138,79,76,102,2,25,55,71,32,49,47,25,27,5,0.57,2.3,4.2,4
550,0.927272727272727,283,173,95,131,2,35,97,166,94,52,34,35,36,20,0.61,13.5,15.5,20
328,0.838414634146341,218,65,56,97,1,40,64,129,45,38,33,40,55,2,0.3,4.16666666666667,2.88888888888889,8
380,1.0,208,121,107,141,0,35,88,157,59,53,53,33,36,10,0.58,8.4,5.9,13
1580,0.99873417721519,850,481,480,595,1,112,235,502,251,413,360,112,113,3,0.57,4.42465753424658,4.38356164383562,18
82,0.890243902439024,22,35,18,20,1,1,0,17,25,20,20,1,1,0,1.59,0.0,1.0,0
83,0.771084337349398,50,19,40,72,0,33,38,33,14,34,34,33,33,6,0.38,0.625,1.70833333333333,1
70,0.857142857142857,31,23,20,24,0,3,10,18,16,15,14,3,3,2,0.74,2.0,5.0,3
1296,0.709104938271605,708,427,305,399,6,96,234,397,173,203,165,96,104,56,0.6,5.78947368421053,12.2105263157895,24
188,0.957446808510638,89,76,26,41,1,14,20,25,23,32,21,14,14,8,0.85,3.0,1.7,12
35,0.828571428571429,5,20,3,4,0,1,0,0,10,4,4,1,1,1,4.0,12.0,1.0,12
374,0.93048128342246,245,79,211,226,0,14,194,212,50,34,32,14,14,8,0.32,3.375,7.0,18
222,0.995495495495496,167,39,28,33,1,4,13,149,16,146,20,4,4,3,0.23,2.5,6.0,3
168,0.797619047619048,107,38,64,73,0,7,28,56,23,49,45,7,7,5,0.36,5.33333333333333,10.0,14
1819,0.854545454545454,1427,107,609,751,1,228,604,1007,341,240,147,147,229,13,0.07,3.72131147540984,3.90163934426229,29
104,0.942307692307692,58,29,28,40,0,11,27,36,17,13,13,11,11,6,0.5,3.33333333333333,5.33333333333333,7
44,1.0,14,25,6,9,0,2,3,3,5,6,6,2,2,1,1.79,2.5,2.5,3
28,0.785714285714286,4,16,2,3,0,0,0,1,8,3,3,0,0,0,4.0,0.0,0.0,0
46,0.847826086956522,5,33,2,3,1,1,0,0,8,3,3,1,1,0,6.6,13.0,1.0,13
430,0.493023255813954,254,103,143,162,0,34,128,202,73,36,34,18,36,8,0.41,3.625,5.25,5
117,0.948717948717949,54,48,21,28,0,11,10,30,15,23,18,6,11,0,0.89,3.0,1.4,7
148,0.959459459459459,70,58,35,43,1,7,17,26,20,32,26,7,7,13,0.83,4.0,6.33333333333333,6
64,0.90625,6,48,4,5,0,3,0,0,10,5,5,3,3,0,8.0,2.0,0.333333333333333,4
198,1.0,116,55,57,80,0,17,52,68,27,30,28,17,19,1,0.47,3.44444444444444,4.22222222222222,8
42,0.547619047619048,5,24,2,3,0,0,0,0,13,3,3,0,0,0,4.8,0.0,0.0,0
93,1.0,13,69,10,11,0,0,0,9,12,11,11,0,0,0,5.31,0.0,0.0,0
345,1.0,175,143,84,131,0,37,73,107,27,58,58,37,37,3,0.82,4.84615384615385,5.84615384615385,13
139,0.956834532374101,71,48,13,20,1,6,8,34,21,26,12,6,6,3,0.68,5.0,2.66666666666667,13
37,0.837837837837838,6,21,3,4,0,1,0,0,10,4,4,1,1,1,3.5,1.0,0.0,1
138,0.956521739130435,57,60,26,42,1,15,20,25,21,21,22,15,15,0,1.05,0.727272727272727,1.45454545454545,3
115,0.939130434782609,38,54,22,27,1,4,8,11,23,20,19,4,4,8,1.42,3.33333333333333,4.66666666666667,5
60,1.0,27,18,11,17,0,5,9,13,15,9,8,5,5,1,0.67,2.0,2.66666666666667,2
144,0.958333333333333,53,73,28,36,1,10,14,15,18,23,22,10,10,2,1.38,2.14285714285714,2.42857142857143,6
518,0.863198458574181,414,58,268,337,0,71,240,320,52,95,97,69,76,11,0.14,4.33333333333333,7.06666666666667,21
227,0.973568281938326,78,113,39,50,1,10,26,25,37,35,24,10,12,7,1.45,3.375,3.375,7
755,0.618543046357616,235,269,231,233,4,1,0,230,253,233,233,1,1,0,1.14,0.0,1.0,0
763,0.982961992136304,331,345,124,170,3,46,95,148,92,102,75,46,48,36,1.04,2.48148148148148,3.88888888888889,8
87,0.908045977011494,24,38,20,21,1,0,0,19,25,22,21,0,0,0,1.58,0.0,0.0,0
1268,0.69006309148265,780,232,386,523,5,136,316,488,266,200,207,136,144,7,0.3,4.25531914893617,5.1063829787234,15
1518,0.870882740447958,822,508,272,430,2,160,264,365,189,206,166,159,165,39,0.62,4.64556962025316,3.0379746835443,20
88,0.931818181818182,44,28,21,29,0,8,16,24,16,15,13,8,8,4,0.64,3.0,5.66666666666667,5
50,1.0,5,41,3,4,0,1,0,0,4,4,4,1,1,2,8.2,0.0,0.0,0
325,0.412307692307692,168,118,77,119,4,41,65,90,41,55,54,41,42,2,0.7,3.54166666666667,2.625,8
74,1.0,54,16,23,52,0,28,0,0,4,52,52,28,28,13,0.3,0.0,0.0357142857142857,0
583,1.0,383,104,217,273,0,55,191,268,97,74,82,55,56,3,0.27,3.62222222222222,4.31111111111111,14
47,0.872340425531915,12,22,6,9,0,2,3,3,13,6,6,2,2,0,1.83,4.0,2.0,7
61,0.885245901639344,16,33,6,9,1,2,2,2,12,8,7,2,2,2,2.06,1.0,1.5,2
39,0.846153846153846,3,27,1,2,0,0,0,0,9,2,2,0,0,0,9.0,0.0,0.0,0
233,0.974248927038627,102,89,30,51,1,21,24,29,43,43,27,21,21,10,0.87,2.46666666666667,1.93333333333333,8
173,1.0,126,35,70,82,0,12,43,74,16,40,39,12,15,9,0.28,10.6666666666667,11.0,14
154,0.980519480519481,68,61,35,46,1,10,17,25,25,30,29,10,10,11,0.9,1.25,2.875,4
51,0.686274509803922,8,30,5,6,0,3,0,0,13,6,6,3,3,0,3.75,2.66666666666667,1.0,5
528,0.903409090909091,444,47,202,304,5,101,184,238,37,127,120,101,110,9,0.11,7.08510638297872,3.59574468085106,29
147,1.0,73,57,47,55,0,7,26,40,17,36,29,7,7,10,0.78,1.0,5.33333333333333,3
83,0.831325301204819,26,38,16,19,1,2,8,8,19,12,11,2,2,0,1.46,4.5,4.5,7
61,0.901639344262295,8,43,4,6,0,1,1,1,10,5,5,1,1,0,5.38,2.0,1.0,2
38,0.842105263157895,7,19,4,5,0,2,0,0,12,5,5,2,2,0,2.71,4.0,1.0,4
124,0.951612903225806,44,65,18,26,1,8,10,12,15,16,16,8,8,1,1.48,5.66666666666667,2.16666666666667,13
147,1.0,30,106,14,21,0,6,10,12,11,13,11,6,6,0,3.53,1.83333333333333,2.5,4
174,0.954022988505747,108,44,17,23,2,5,8,61,23,35,15,5,5,3,0.41,9.6,3.2,22
246,0.955284552845528,122,87,59,78,2,19,49,54,38,37,29,19,20,10,0.71,6.5,6.5,11
344,0.970930232558139,171,108,68,97,2,27,51,85,67,58,46,27,27,20,0.63,3.91666666666667,4.41666666666667,9
147,1.0,66,53,40,50,0,9,19,37,28,32,31,9,9,6,0.8,2.0,3.85714285714286,4
110,1.0,56,29,23,38,0,14,13,16,25,25,25,14,14,4,0.52,0.571428571428571,1.14285714285714,3
27,1.0,7,16,2,5,0,2,0,0,4,5,5,2,2,0,2.29,0.0,1.0,0
135,0.955555555555556,59,50,22,33,1,10,12,17,26,21,21,10,14,5,0.85,1.25,1.875,5
749,0.899866488651535,291,335,117,147,2,35,72,116,123,127,75,35,36,23,1.15,3.81818181818182,3.59090909090909,25
108,0.935185185185185,31,58,12,18,1,5,5,5,19,14,13,5,5,9,1.87,0.75,1.5,2
130,0.953846153846154,51,50,26,30,1,3,5,22,30,27,25,3,3,2,0.98,2.0,2.33333333333333,5
73,0.917808219178082,6,50,3,4,0,1,0,0,17,5,4,1,1,2,8.33,1.0,1.0,1
311,0.77491961414791,211,36,135,171,3,35,111,148,66,61,60,35,35,11,0.17,4.0,4.6,16
102,1.0,55,22,30,46,0,15,29,28,25,15,17,15,15,3,0.4,2.0,2.66666666666667,5
82,0.926829268292683,23,41,8,12,0,3,4,6,18,9,8,3,3,7,1.78,1.0,4.0,1
50,0.88,10,31,5,6,0,1,0,1,9,8,6,1,1,1,3.1,3.0,1.0,3
82,0.926829268292683,36,24,20,28,0,9,12,15,22,14,16,9,9,0,0.67,3.0,3.2,4
192,0.953125,88,76,38,49,3,12,21,40,30,38,28,10,13,12,0.86,3.16666666666667,3.16666666666667,6
116,1.0,62,38,23,32,0,10,14,25,16,24,18,8,10,11,0.61,2.8,2.2,6
174,0.913793103448276,91,55,31,39,3,7,13,39,33,41,26,7,7,16,0.6,4.75,3.25,13
265,0.977358490566038,118,74,58,78,1,19,30,40,74,49,48,19,19,9,0.63,2.41176470588235,2.0,6
110,1.0,47,49,19,33,0,13,21,27,14,12,12,13,15,0,1.04,3.0,3.6,5
421,0.567695961995249,186,214,51,75,4,23,23,44,21,117,52,23,23,34,1.15,4.56521739130435,2.0,12
173,0.965317919075145,125,23,48,76,1,27,45,75,25,31,31,27,55,1,0.18,2.0,5.44444444444444,2
95,1.0,23,61,11,16,0,4,6,8,13,11,10,4,4,0,2.65,5.66666666666667,2.0,6
236,0.792372881355932,146,63,114,131,0,17,101,111,28,30,30,17,17,6,0.43,0.5,8.5,2
4091,0.982889269127353,2868,490,1927,2272,2,309,1618,2168,782,638,654,302,339,30,0.17,7.39344262295082,15.4262295081967,56
192,0.510416666666667,122,46,43,57,3,13,15,32,24,73,42,13,13,33,0.38,3.58333333333333,2.08333333333333,9
125,0.944,43,64,22,31,2,8,15,16,19,18,16,8,8,6,1.49,2.8,3.4,4
161,0.900621118012422,65,72,24,39,1,14,19,26,24,21,20,14,14,7,1.11,1.25,2.125,2
165,0.36969696969697,60,83,32,41,1,9,18,36,22,27,23,9,10,0,1.38,2.66666666666667,6.0,7
316,1.0,140,118,59,94,0,30,46,55,58,50,48,30,30,2,0.84,1.9,2.45,6
179,0.966480446927374,27,134,15,16,1,10,0,3,18,25,16,10,10,2,4.96,1.6,0.3,4
408,0.897058823529412,253,137,119,161,1,40,118,183,55,86,43,38,41,5,0.54,5.09090909090909,5.18181818181818,19
36,0.833333333333333,11,15,7,9,0,1,1,3,10,8,8,1,1,1,1.36,14.0,5.0,14
103,0.912621359223301,43,51,14,26,0,11,17,23,9,9,9,11,11,2,1.19,7.4,2.6,14
325,0.969230769230769,161,107,90,117,2,26,65,74,60,56,52,26,26,16,0.66,4.45454545454545,3.81818181818182,11
163,0.96319018404908,94,47,24,31,1,7,11,49,22,36,20,7,7,3,0.5,6.0,3.16666666666667,17
294,0.80952380952381,137,123,78,102,0,24,59,86,35,50,43,24,24,10,0.9,6.7,5.8,40
74,0.918918918918919,26,25,13,19,0,5,6,7,23,14,13,5,5,5,0.96,2.66666666666667,1.66666666666667,4
141,0.957446808510638,51,69,21,31,1,9,11,11,21,20,20,9,9,2,1.35,3.0,1.77777777777778,4
64,0.90625,18,34,6,10,0,3,3,3,12,7,7,3,3,0,1.89,0.333333333333333,1.0,1
121,0.801652892561983,57,44,32,38,3,7,23,39,21,15,15,7,7,12,0.77,2.33333333333333,7.66666666666667,5
639,0.937402190923318,321,237,118,162,3,44,95,155,84,84,67,44,45,29,0.74,3.72222222222222,5.38888888888889,13
147,0.857142857142857,79,46,45,56,1,11,29,50,22,32,27,11,11,8,0.58,1.5,4.0,9
800,1.0,563,172,459,501,0,43,443,511,65,65,58,43,43,10,0.31,3.61538461538462,9.0,17
405,0.985185185185185,229,124,108,143,1,39,86,115,52,70,57,37,40,14,0.54,7.54545454545455,3.81818181818182,23
825,1.0,36,764,26,27,0,22,0,0,25,35,27,22,22,9,21.22,0.0,0.681818181818182,0
58,0.896551724137931,8,34,5,6,0,1,0,0,16,6,6,1,1,1,4.25,2.0,1.0,2
317,0.981072555205047,216,31,76,102,1,26,65,98,70,85,37,26,26,15,0.14,7.7,6.4,16
1213,0.874690849134378,590,440,247,352,6,104,190,254,184,195,162,101,112,41,0.75,3.125,2.859375,18
122,0.909836065573771,73,34,41,50,0,9,18,43,18,35,32,9,10,0,0.47,4.75,3.75,10
161,1.0,103,41,49,59,0,9,29,54,24,34,30,9,9,6,0.4,4.2,4.2,14
46,0.5,15,15,13,14,0,9,0,0,16,14,14,9,9,3,1.0,1.0,0.0,1
27,1.0,7,16,4,5,0,1,0,0,4,5,5,1,1,2,2.29,0.0,0.0,0
537,0.931098696461825,479,512,4,5,6,0,0,472,18,478,5,0,0,0,1.07,0.0,0.0,0
248,0.568548387096774,115,95,57,81,2,23,43,43,38,45,38,23,23,2,0.83,2.73333333333333,2.33333333333333,7
39,0.846153846153846,6,25,3,4,0,1,0,0,8,4,4,1,1,1,4.17,2.0,1.0,2
124,0.951612903225806,60,45,24,39,1,14,18,26,23,20,21,14,16,0,0.75,2.2,1.5,6
327,0.966360856269113,162,112,94,116,1,21,66,100,55,54,50,21,21,7,0.69,3.75,4.75,9
1179,0.942324003392706,688,397,224,314,4,94,185,365,121,183,129,94,98,26,0.58,10.2857142857143,4.85714285714286,50
37,0.810810810810811,12,15,10,11,1,0,0,9,10,11,11,0,0,0,1.25,0.0,0.0,0
166,1.0,59,93,23,37,0,12,20,28,16,19,17,12,13,4,1.58,8.6,3.4,16
697,0.988522238163558,355,259,171,218,2,47,138,186,90,98,80,47,47,24,0.73,6.2,8.0,15
741,0.975708502024291,547,91,236,344,2,109,238,335,104,98,106,109,135,3,0.17,7.36363636363636,10.9090909090909,24
70,1.0,51,16,48,49,0,40,0,7,3,49,49,40,40,4,0.31,0.0,0.675,0
798,0.68922305764411,400,349,166,245,7,86,182,266,53,72,63,86,88,19,0.87,4.9,6.25,13
51,1.0,14,25,8,11,0,2,3,4,12,8,8,2,2,1,1.79,1.0,2.5,1
461,0.958785249457701,72,347,30,31,2,16,0,6,42,70,31,16,16,5,4.82,18.5,0.6875,92
353,0.730878186968839,197,92,93,129,2,65,79,113,64,61,50,35,65,19,0.47,17.92,3.16,141
