Del_lines,Added_lines,ADEV,COMM,MaxNesting_Mean,CountClassCoupled,CountInput_Mean,CountOutput_Mean,MaxInheritanceTree,CountLineBlank,OWN_COMMIT,CountPath_Mean,CountStmt,CountDeclMethodPrivate,CountLineCodeDecl,PercentLackOfCohesion,CountStmtExe,CountLineComment,CountLineCode,OWN_LINE
52,405,5,5,1.72727272727273,30,6.11111111111111,8.66666666666667,1,25,1.0,3.77777777777778,96,3,46,81,48,117,211,0.665722379603399
0,0,0,0,0.0,6,3.22222222222222,1.44444444444444,3,13,0.0,1.0,33,0,22,77,11,21,43,0.506493506493506
5,15,4,4,0.0,2,2.88888888888889,0.888888888888889,0,10,1.0,1.0,12,0,12,0,0,42,13,0.584615384615385
0,0,0,0,0.0,3,4.75,2.0,4,6,0.0,1.0,12,0,7,25,5,34,17,0.666666666666667
17,277,6,6,1.22222222222222,15,3.26666666666667,5.13333333333333,1,37,1.0,2.26666666666667,116,10,66,93,45,90,142,1.0
0,0,0,0,0.0,3,0.5,5.0,2,8,0.0,1.0,14,1,10,0,4,16,17,1.0
0,0,0,0,1.14285714285714,8,2.33333333333333,4.08333333333333,3,23,0.0,4.75,108,1,46,68,56,21,124,0.922619047619048
0,0,0,0,0.0,2,5.0,4.5,3,7,0.0,1.0,8,0,6,0,2,22,11,0.45
0,0,0,0,0.0,0,0.5,1.0,1,19,0.0,1.0,12,0,8,50,4,43,17,0.949367088607595
0,0,0,0,0.407407407407407,1,1.84,2.32,1,31,0.0,1.36,78,0,37,66,40,33,113,0.706214689265537
0,0,0,0,0.0,1,0.0,1.0,0,4,0.0,1.0,5,0,5,0,0,35,6,0.955555555555556
3,3,1,1,0.65,3,3.48571428571429,3.6,2,82,1.0,3.6,209,8,94,84,122,170,301,0.965641952983725
562,1552,48,48,0.870967741935484,96,6.12669683257919,7.59276018099547,4,634,0.520833333333333,9.38009049773756,2763,59,873,97,1856,490,3538,0.290162162162162
0,27,1,1,0.75,2,28.0,1.0,4,5,1.0,2.5,17,0,11,100,6,0,22,1.0
0,0,0,0,0.0,1,4.5,1.0,0,4,0.0,1.0,6,0,6,0,0,20,7,0.548387096774194
3,11,2,2,0.75,0,0.0,0.0,1,1,0.5,1.0,3,0,3,0,0,0,7,0.875
49,187,8,8,0.62962962962963,2,1.8,2.6,1,21,0.5,1.4,110,0,54,90,55,48,124,0.628571428571429
0,0,0,0,0.0,6,2.4,1.4,1,35,0.0,1.0,16,0,12,0,4,40,26,0.732673267326733
0,0,0,0,2.16666666666667,1,4.75,7.5,3,18,0.0,16.25,75,0,27,50,46,85,96,0.678391959798995
0,34,1,1,0.0,1,2.0,1.5,2,3,1.0,1.0,8,0,6,0,2,18,13,1.0
0,0,0,0,0.428571428571429,1,1.6,2.2,1,9,0.0,1.2,19,0,13,0,6,4,26,1.0
0,0,0,0,0.0,0,2.33333333333333,1.66666666666667,1,7,0.0,1.0,12,0,9,55,4,15,21,0.627906976744186
0,42,2,2,0.0,1,1.0,1.5,2,5,1.0,1.0,11,0,8,0,3,0,16,1.0
6,6,2,2,0.0,2,5.0,1.0,1,5,1.0,1.0,12,0,8,66,5,21,19,1.0
5,25,3,3,0.6,2,2.33333333333333,2.33333333333333,3,4,1.0,1.33333333333333,11,0,6,0,5,0,16,1.0
0,0,0,0,1.0,1,2.0,4.0,1,4,0.0,2.0,10,0,6,0,4,1,15,0.85
0,0,0,0,0.0,1,1.6,1.0,2,9,0.0,1.0,16,0,11,66,5,19,24,0.596153846153846
0,0,0,0,1.0,8,7.5,6.5,1,7,0.0,2.0,34,0,21,75,13,2,40,0.959183673469388
0,0,0,0,0.274285714285714,1,3.19075144508671,1.30057803468208,2,195,0.0,1.72254335260116,475,2,194,98,279,155,722,0.971936389148737
0,0,0,0,1.20689655172414,5,3.47826086956522,3.73913043478261,1,61,0.0,2.30434782608696,159,4,65,78,88,36,226,0.996845425867508
0,0,0,0,0.454545454545455,6,2.22222222222222,1.66666666666667,3,13,0.0,1.33333333333333,37,0,19,55,18,24,52,0.550561797752809
2,2,2,2,0.0,1,0.0,2.0,2,3,0.5,1.0,5,0,4,0,1,10,7,0.65
480,533,15,15,1.5,19,3.0,4.8125,1,37,0.733333333333333,2.75,153,3,64,86,84,67,201,0.462295081967213
404,342,19,19,0.473118279569892,24,3.85714285714286,3.24175824175824,1,130,0.421052631578947,1.98901098901099,400,2,135,96,249,124,505,0.395256916996047
0,0,0,0,0.0,1,0.0,2.0,4,13,0.0,1.0,6,0,5,0,1,40,8,1.0
0,0,0,0,0.75,4,2.6,2.7,3,14,0.0,1.3,46,0,21,50,24,23,58,0.463157894736842
12,12,4,4,1.23076923076923,6,3.9,6.7,3,38,1.0,66.4,145,0,49,55,96,258,197,0.877049180327869
0,0,0,0,1.0,1,2.75,5.75,2,16,0.0,1.75,34,1,24,66,10,15,43,0.77027027027027
0,0,0,0,0.0,1,0.333333333333333,4.66666666666667,2,9,0.0,1.0,21,0,16,88,5,16,25,0.94
8,1,3,3,0.357142857142857,5,7.58333333333333,2.33333333333333,1,39,0.333333333333333,1.25,45,0,21,71,24,68,57,0.439024390243902
0,0,0,0,0.0,2,2.75,2.0,1,6,0.0,1.0,18,0,15,0,3,20,22,0.5625
3,3,1,1,0.555555555555556,21,2.4375,4.875,3,20,1.0,1.5625,93,0,47,0,43,22,108,1.0
0,22,1,1,0.0,1,0.0,1.0,1,7,1.0,1.0,10,0,8,0,2,0,15,1.0
0,74,1,1,1.6,3,7.5,10.0,2,6,1.0,7.5,43,0,14,0,28,18,50,1.0
0,0,0,0,0.0,5,5.23076923076923,5.61538461538461,2,24,0.0,1.0,56,0,20,0,35,38,83,0.648275862068965
0,0,0,0,0.0,1,2.0,1.0,0,3,0.0,1.0,4,0,4,0,0,26,5,0.647058823529412
0,0,0,0,0.0,2,1.33333333333333,3.33333333333333,2,7,0.0,1.0,13,0,11,0,3,25,18,0.74
299,707,7,7,0.788732394366197,16,3.29090909090909,2.69090909090909,6,69,1.0,2.69090909090909,194,0,75,0,119,36,315,1.0
6,22,2,2,1.66666666666667,3,1.6,4.5,1,13,0.5,4.2,88,0,35,0,43,92,99,1.0
56,56,2,2,0.0,1,1.0,0.0,0,4,0.5,1.0,5,0,5,0,0,18,6,1.0
0,0,0,0,0.6,0,3.0,2.66666666666667,1,5,0.0,1.33333333333333,24,1,18,0,6,1,31,1.0
0,0,0,0,0.0,0,0.0,1.0,4,1,0.0,1.0,3,0,3,0,0,15,4,0.75
4,4,2,2,0.0,4,5.0,8.0,4,27,1.0,1.0,39,0,18,0,21,40,43,0.845454545454545
89,171,14,14,0.529411764705882,7,1.93333333333333,6.13333333333333,3,32,0.642857142857143,1.2,126,0,61,58,63,25,154,0.898058252427185
0,0,0,0,0.0,1,10.9333333333333,1.86666666666667,1,19,0.0,1.0,53,0,28,76,25,15,66,0.89
0,0,0,0,0.0,1,0.0,2.28571428571429,4,20,0.0,1.0,26,0,19,0,7,40,34,0.946808510638298
0,0,0,0,0.0,0,0.0,0.375,0,17,0.0,1.0,10,0,10,0,0,36,10,0.765625
0,44,3,3,0.285714285714286,1,2.08333333333333,3.75,3,18,0.666666666666667,1.16666666666667,71,1,30,47,41,12,91,0.537190082644628
0,0,0,0,0.0,4,0.08,1.0,4,3,0.0,1.0,27,0,27,0,0,21,28,0.5625
0,0,0,0,0.263157894736842,3,0.235294117647059,1.52941176470588,4,21,0.0,1.17647058823529,57,0,33,0,24,24,75,0.641666666666667
0,0,0,0,1.5,3,4.5,5.5,2,6,0.0,2.5,23,0,13,0,10,23,29,1.0
0,0,0,0,0.0,1,0.0,1.0,0,1,0.0,1.0,5,0,5,0,0,16,6,0.652173913043478
0,0,0,0,0.0,0,0.0,1.0,4,4,0.0,1.0,5,0,4,0,1,7,7,0.666666666666667
0,3,1,1,0.0,0,0.0,0.0,0,1,1.0,1.0,3,0,3,0,0,24,4,0.448275862068966
1,1,1,1,0.9375,1,4.0,7.45454545454545,2,26,1.0,2.36363636363636,129,4,47,77,80,24,157,0.894230769230769
0,0,0,0,1.0,3,0.0,10.0,4,18,0.0,2.0,13,0,8,0,5,42,14,0.837837837837838
91,230,9,9,0.583333333333333,3,3.23809523809524,5.52380952380952,3,53,0.555555555555556,2.19047619047619,177,1,78,83,97,69,230,0.32
4,18,2,2,0.0,1,0.625,1.125,1,5,1.0,1.0,20,0,12,62,8,26,17,0.952380952380952
0,0,0,0,0.227272727272727,1,1.25,2.85,2,33,0.0,1.15,100,0,55,5,50,45,133,0.516587677725118
0,0,0,0,0.0,1,1.0,2.0,3,8,0.0,1.0,15,3,9,0,6,17,21,0.652173913043478
0,0,0,0,3.75,2,2.5,4.0,1,4,0.0,8.5,21,0,8,0,13,22,38,0.9375
12,66,3,3,1.25,8,3.09090909090909,3.36363636363636,2,26,0.666666666666667,20.5454545454545,119,4,43,71,85,61,160,0.465587044534413
0,0,0,0,0.333333333333333,2,2.71428571428571,1.57142857142857,3,12,0.0,1.14285714285714,25,0,15,66,10,24,34,0.814285714285714
0,0,0,0,0.0,0,0.0,1.0,1,3,0.0,1.0,6,0,4,0,2,6,8,0.722222222222222
0,0,0,0,0.25,0,0.0,1.0,4,14,0.0,1.0,5,0,4,0,1,40,7,0.983606557377049
0,0,0,0,0.526315789473684,3,3.5,2.0,1,56,0.0,1.3125,70,0,35,84,34,180,86,0.75625
4,4,1,1,1.4,2,22.5384615384615,2.61538461538462,1,317,1.0,11.3076923076923,617,3,245,90,374,336,1001,0.931991672449688
0,0,0,0,1.0,0,13.0,1.0,0,3,0.0,1.0,4,0,4,0,0,26,5,0.882352941176471
5,5,2,2,0.833333333333333,0,2.11111111111111,3.22222222222222,2,14,1.0,1.33333333333333,30,2,17,94,13,31,43,0.647727272727273
2,2,1,1,0.857142857142857,5,1.9,3.5,2,15,1.0,2.2,66,0,29,62,36,22,90,1.0
0,56,2,2,0.0,4,4.5,4.0,2,5,1.0,1.0,14,0,10,0,4,6,17,1.0
0,0,0,0,0.0,3,0.0,7.0,3,9,0.0,1.0,15,0,11,0,4,4,18,1.0
1,1,1,1,1.2156862745098,11,7.91836734693878,4.42857142857143,1,68,1.0,3.59183673469388,488,7,117,53,360,108,622,0.389659520807062
0,0,0,0,0.710526315789474,6,3.0,5.53333333333333,2,87,0.0,1.5,277,0,154,94,134,76,383,0.989010989010989
22,123,3,3,0.666666666666667,7,4.2,3.1,5,17,1.0,1.4,44,0,23,50,21,23,63,1.0
0,0,0,0,0.0,0,2.0,2.0,3,3,0.0,1.0,4,0,3,0,1,19,6,0.964285714285714
5,47,3,3,0.6,2,3.0,2.33333333333333,3,4,1.0,1.33333333333333,11,0,6,0,5,22,16,1.0
0,0,0,0,0.0,0,1.2,0.0,0,6,0.0,1.0,7,0,7,0,0,42,8,1.0
91,393,8,8,1.36363636363636,33,5.125,10.125,3,30,0.625,119.5,181,4,87,85,92,36,319,0.587012987012987
0,0,0,0,1.5,1,2.66666666666667,3.66666666666667,2,11,0.0,3.0,60,0,27,70,33,64,71,0.691780821917808
0,0,0,0,0.0,0,1.0,1.0,0,3,0.0,1.0,5,0,5,0,0,15,6,0.666666666666667
8,2,2,2,0.5,2,2.75,2.75,4,7,1.0,1.25,22,0,12,62,10,18,29,1.0
0,0,0,0,0.886075949367089,7,2.95652173913043,3.10144927536232,2,163,0.0,2.69565217391304,477,4,198,89,262,562,563,0.999219968798752
7,29,14,14,0.0,56,2.0,4.0,1,3,0.571428571428571,1.0,86,0,29,0,57,6,88,0.505154639175258
0,0,0,0,0.272727272727273,4,3.88888888888889,2.33333333333333,4,14,0.0,1.11111111111111,30,0,19,100,11,21,40,0.56
3,3,1,1,0.344827586206897,31,5.0,2.66666666666667,2,33,1.0,1.33333333333333,128,0,67,0,59,16,152,0.930348258706468
0,34,1,1,0.0,3,0.0,5.57142857142857,3,34,1.0,1.0,87,0,31,0,56,45,96,0.502890173410405
0,0,0,0,0.294117647058824,4,2.0,2.45161290322581,2,56,0.0,1.45161290322581,131,1,73,84,56,151,173,0.989445910290237
3,3,2,2,1.5,3,2.0,2.16666666666667,1,10,1.0,1.66666666666667,33,0,16,0,17,68,45,0.467213114754098
0,0,0,0,0.0,0,2.0,3.0,2,5,0.0,1.0,7,0,5,0,2,20,10,1.0
0,0,0,0,0.0,1,0.0,1.2,2,10,0.0,1.0,13,0,9,0,4,75,19,0.852941176470588
2,2,2,2,0.0,3,0.125,1.0,5,1,1.0,1.0,10,0,10,0,0,19,11,0.516129032258065
1,31,2,2,0.214285714285714,3,5.58333333333333,1.66666666666667,3,17,0.5,1.08333333333333,38,0,24,89,14,29,51,0.45360824742268
0,0,0,0,1.0,5,1.0,10.0,1,18,0.0,8.0,40,0,17,0,20,23,38,1.0
0,47,1,1,0.5,1,2.0,1.5,3,6,1.0,1.25,13,0,7,0,6,18,23,1.0
0,0,0,0,0.0,2,3.0,2.4,1,8,0.0,1.0,14,0,9,60,5,21,20,0.73469387755102
1,46,2,2,1.0,0,0.0,0.0,0,4,1.0,0.0,7,0,10,0,0,30,11,1.0
0,0,0,0,2.14285714285714,2,3.0,3.75,1,15,0.0,12.0,40,0,14,56,26,45,60,0.46551724137931
4,13,5,5,0.176470588235294,3,7.93333333333333,1.8,3,20,0.8,1.06666666666667,48,0,27,84,22,26,64,0.390909090909091
0,0,0,0,0.571428571428571,3,3.6,1.8,2,11,0.0,1.4,21,0,12,0,9,19,31,0.590163934426229
0,0,0,0,0.0,2,0.588235294117647,0.941176470588235,3,20,0.0,1.0,39,0,23,0,13,57,58,0.992592592592593
10,70,4,4,1.33333333333333,6,5.75,4.0,3,5,1.0,2.25,24,0,10,0,14,20,35,1.0
0,47,1,1,0.0,3,2.0,1.75,2,6,1.0,1.0,16,0,12,62,4,18,23,1.0
0,0,0,0,1.15384615384615,1,2.09090909090909,3.36363636363636,2,17,0.0,2.0,61,0,29,63,32,26,84,0.874015748031496
0,0,0,0,0.5,20,3.25,9.0,4,23,0.0,1.25,52,0,23,0,29,40,60,0.886178861788618
2225,5972,139,139,0.638036809815951,80,2.47551342812006,3.46287519747235,2,765,0.733812949640288,2.0347551342812,3401,27,1222,99,2040,5090,4483,0.447146594322256
0,0,0,0,0.0,0,0.0,1.0,3,12,0.0,1.0,4,0,4,0,0,42,6,0.983333333333333
0,0,0,0,0.0,2,1.0,1.28571428571429,2,18,0.0,1.0,58,0,57,98,6,52,71,0.773049645390071
0,0,0,0,0.533333333333333,4,3.07692307692308,2.53846153846154,3,17,0.0,1.30769230769231,53,0,28,53,25,24,72,0.734513274336283
24,77,6,6,1.81818181818182,6,2.55555555555556,7.33333333333333,1,48,0.333333333333333,55.6666666666667,147,1,53,66,91,35,206,0.322916666666667
3,10,1,1,1.0,3,2.25,2.75,3,10,1.0,1.75,26,0,15,0,10,36,33,0.848101265822785
0,0,0,0,0.0,1,2.6,2.4,4,9,0.0,1.0,13,2,8,0,5,17,24,0.68
0,0,0,0,0.230769230769231,4,2.63636363636364,1.72727272727273,3,16,0.0,1.09090909090909,36,0,20,63,16,24,49,0.808988764044944
0,0,0,0,0.0,2,2.66666666666667,2.0,2,11,0.0,1.0,21,2,15,50,6,3,68,1.0
163,168,4,4,1.04,9,4.05263157894737,3.78947368421053,6,30,0.5,1.89473684210526,128,4,60,50,65,45,167,0.574380165289256
0,0,0,0,0.75,5,7.0,9.0,1,5,0.0,2.5,40,0,26,0,14,1,46,0.961538461538462
0,0,0,0,0.0,1,0.75,0.75,1,6,0.0,1.0,10,0,10,0,0,44,11,0.557377049180328
0,0,0,0,0.6,0,4.0,2.0,2,5,0.0,1.33333333333333,13,1,6,0,7,15,21,0.707317073170732
0,0,0,0,0.285714285714286,8,8.75,2.5,3,24,0.0,1.16666666666667,46,0,29,52,19,29,63,0.525862068965517
0,0,0,0,0.923076923076923,1,2.90909090909091,2.81818181818182,1,17,0.0,2.27272727272727,78,0,27,65,47,28,86,0.717557251908397
0,0,0,0,0.0,19,2.0,4.0,1,3,0.0,1.0,35,0,15,0,20,3,37,0.86046511627907
0,0,0,0,0.0,2,2.6,1.4,3,9,0.0,1.0,17,0,11,50,6,21,23,0.679245283018868
0,0,0,0,0.529411764705882,1,5.06666666666667,1.6,2,17,0.0,1.26666666666667,55,0,25,79,29,21,70,0.962962962962963
18,296,7,7,0.888888888888889,4,3.0,4.71428571428571,2,12,0.571428571428571,1.57142857142857,46,0,28,71,16,73,54,0.856115107913669
0,0,0,0,0.0,0,5.0,1.0,0,5,0.0,1.0,5,0,5,0,0,26,6,0.621621621621622
5,47,3,3,0.6,3,2.66666666666667,2.33333333333333,2,4,1.0,1.33333333333333,13,0,8,0,5,20,18,1.0
0,0,0,0,0.296296296296296,5,1.95652173913043,1.56521739130435,3,29,0.0,1.08695652173913,68,0,28,35,32,19,102,0.66
26,18,1,1,0.933333333333333,4,2.25,2.41666666666667,2,20,1.0,2.0,74,0,28,60,40,28,99,1.0
0,0,0,0,0.6,3,5.33333333333333,3.66666666666667,3,20,0.0,1.33333333333333,23,0,15,0,8,23,33,0.706666666666667
0,0,0,0,0.5,3,4.75,2.25,2,18,0.0,1.25,22,0,14,50,8,24,37,0.714285714285714
0,0,0,0,0.8,0,3.125,2.625,1,11,0.0,1.5,51,1,18,56,31,15,59,0.811764705882353
0,0,0,0,1.0,3,2.66666666666667,3.33333333333333,5,7,0.0,1.66666666666667,18,0,10,50,7,20,27,0.537037037037037
0,15,1,1,0.857142857142857,0,2.0,1.6,2,7,1.0,1.6,22,0,12,0,10,25,29,1.0
0,0,0,0,0.444444444444444,1,1.2,2.4,2,6,0.0,1.6,26,0,11,66,13,0,38,1.0
0,0,0,0,0.6,1,29.0,2.375,2,14,0.0,1.875,47,2,21,62,26,27,275,0.943037974683544
0,0,0,0,0.0,1,2.0,0.0045454545454545,0,6,0.0,1.0,227,0,227,100,0,22,228,0.968627450980392
0,0,0,0,0.0,2,3.375,1.5,2,15,0.0,1.0,22,0,13,31,9,42,31,0.931818181818182
55,65,13,13,1.04838709677419,21,3.16,3.28,2,68,0.769230769230769,108.88,408,12,138,91,260,68,527,0.616666666666667
0,0,0,0,0.0,4,2.8,2.6,4,8,0.0,1.0,16,0,10,0,6,22,22,0.730769230769231
4,6,3,3,0.0,52,1.0,0.0,0,61,0.666666666666667,1.0,57,0,57,0,0,25,58,0.381944444444444
0,0,0,0,0.6,1,1.0,2.66666666666667,4,15,0.0,1.33333333333333,21,0,22,0,7,43,34,0.880434782608696
0,0,0,0,0.428571428571429,2,5.75,2.25,3,16,0.0,1.16666666666667,46,0,25,50,20,21,62,0.717171717171717
0,0,0,0,0.0,0,0.5,1.0,3,4,0.0,1.0,6,0,4,0,2,37,9,0.98
0,30,1,1,0.0,5,0.0,6.0,2,4,1.0,1.0,21,0,19,0,2,3,23,1.0
0,0,0,0,0.45,1,3.23529411764706,3.94117647058824,2,47,0.0,1.52941176470588,97,0,54,73,46,25,130,0.99009900990099
0,0,0,0,0.0,0,2.0,2.0,3,4,0.0,1.0,4,0,3,0,1,19,6,0.96551724137931
55,89,4,4,0.428571428571429,0,1.5,2.0,3,6,1.0,1.25,18,0,8,25,10,3,25,1.0
0,0,0,0,1.4,0,0.5,1.0,1,5,0.0,1.0,5,0,4,0,1,21,7,1.0
0,0,0,0,0.0,1,1.66666666666667,2.0,1,4,0.0,1.0,14,0,11,33,3,15,18,0.945945945945946
0,0,0,0,1.125,3,6.91666666666667,4.41666666666667,2,25,0.0,2.33333333333333,105,0,39,0,63,15,118,1.0
12,58,5,5,0.95,12,2.38888888888889,5.38888888888889,2,58,0.6,9.77777777777778,163,2,74,85,88,130,223,0.447688564476886
0,0,0,0,0.0,0,3.0,1.0,0,2,0.0,1.0,5,0,5,0,0,15,6,0.91304347826087
4,9,1,1,0.7,1,2.33333333333333,3.66666666666667,3,13,1.0,2.5,41,0,16,25,22,22,50,0.388235294117647
0,0,0,0,0.0,1,1.33333333333333,0.666666666666667,1,5,0.0,1.0,13,0,11,0,2,15,16,0.722222222222222
0,0,0,0,0.375,1,1.5,3.0,2,15,0.0,1.16666666666667,20,0,11,66,9,39,28,0.5
0,9,1,1,0.0,2,1.0,1.0,3,3,1.0,1.0,5,0,5,0,0,0,6,1.0
0,0,0,0,0.75,13,4.73076923076923,2.84615384615385,1,51,0.0,2.07692307692308,121,1,49,67,72,111,170,0.951807228915663
152,180,14,14,0.75,2,1.0,2.5,1,5,0.857142857142857,1.5,15,0,10,50,5,4,19,1.0
46,46,2,2,0.0,2,1.0,1.0,0,3,0.5,1.0,4,0,4,0,0,15,5,1.0
0,0,0,0,0.0,4,1.4,4.2,2,24,0.0,1.0,30,0,18,0,12,40,36,0.85
0,0,0,0,0.428571428571429,3,1.6,2.0,2,10,0.0,1.2,20,0,12,19,8,28,29,0.477611940298507
0,0,0,0,0.472222222222222,5,1.23529411764706,3.0,3,45,0.0,1.44117647058824,148,0,52,36,96,117,228,1.0
0,0,0,0,0.0,7,1.0,6.5,2,5,0.0,1.0,29,0,22,0,7,23,35,1.0
